,AIR_INTAKE_TEMP,AMBIENT_AIR_TEMP,ENGINE_COOLANT_TEMP,ENGINE_LOAD,EQUIV_RATIO,MAF,SPEED,THROTTLE_POS,FUEL_LEVEL,INTAKE_MANIFOLD_PRESSURE,ENGINE_RPM
598,29.0,14.0,88.0,17.6,1.0,6.56,27.0,25.1,39.2,20.0,2471
723,30.0,16.0,90.0,100.0,1.0,60.74,75.0,46.3,39.6,27.0,3283
565,29.0,11.0,86.0,100.0,1.0,73.34,133.0,83.5,44.3,23.0,3669
275,33.0,4.0,83.0,34.1,1.0,5.11,3.0,21.6,53.3,38.0,819
197,31.0,4.0,85.0,51.8,1.0,8.4,33.0,27.1,57.6,43.0,1108
80,32.0,4.0,84.0,62.7,1.0,16.79,9.0,32.2,57.3,53.0,1767
436,31.0,9.0,83.0,100.0,0.0,66.59,79.0,83.5,44.7,98.0,3203
597,29.0,14.0,89.0,16.9,1.0,6.89,73.0,25.5,43.5,18.0,2687
486,30.0,9.0,86.0,83.5,1.0,30.25,39.0,36.5,42.7,24.0,2313
135,31.0,4.0,82.0,53.7,1.0,12.65,35.0,30.2,56.5,43.0,1609
326,32.0,4.0,83.0,49.8,1.0,13.09,52.0,30.6,54.1,40.0,1626
208,31.0,4.0,84.0,38.8,1.0,4.79,38.0,20.0,56.1,31.0,1234
297,33.0,4.0,85.0,38.4,1.0,4.35,2.0,20.4,54.5,50.0,797
648,31.0,15.0,94.0,35.7,1.0,3.65,7.0,19.2,39.2,32.0,890
282,31.0,4.0,84.0,63.1,1.0,8.83,26.0,27.5,55.3,41.0,982
73,32.0,4.0,84.0,64.3,1.0,13.61,30.0,31.0,58.4,40.0,1477
71,32.0,4.0,84.0,74.1,1.0,12.86,27.0,30.6,56.5,58.0,1187
126,32.0,4.0,83.0,39.6,1.0,6.79,35.0,25.1,55.7,35.0,1139
498,29.0,10.0,86.0,100.0,1.0,79.24,85.0,50.2,45.5,57.0,3992
354,31.0,4.0,94.0,100.0,1.0,16.25,27.0,28.6,52.9,55.0,2882
385,31.0,7.0,89.0,37.3,1.0,4.18,24.0,20.0,43.9,50.0,811
574,29.0,12.0,85.0,22.0,1.0,10.09,44.0,29.8,36.9,22.0,3369
3,32.0,4.0,91.0,55.7,1.0,7.25,11.0,25.9,56.9,52.0,863
407,31.0,8.0,83.0,100.0,1.0,27.93,59.0,29.8,47.5,98.0,2456
91,32.0,4.0,84.0,15.3,1.0,3.14,38.0,19.6,56.5,35.0,1252
659,30.0,14.0,97.0,100.0,1.0,53.28,103.0,41.2,47.5,17.0,3529
200,30.0,4.0,84.0,55.3,1.0,13.76,37.0,30.6,57.6,43.0,1683
719,30.0,16.0,91.0,100.0,0.0,69.99,82.0,83.5,40.0,97.0,3406
473,30.0,9.0,88.0,100.0,1.0,68.17,103.0,83.5,54.5,91.0,3943
225,31.0,4.0,82.0,58.8,1.0,11.41,16.0,29.8,53.7,27.0,1316
493,30.0,10.0,86.0,55.3,1.0,41.22,54.0,38.4,44.3,100.0,3389
651,32.0,15.0,95.0,36.5,1.0,4.11,0.0,20.0,39.2,32.0,801
564,29.0,13.0,87.0,17.6,1.0,12.77,119.0,30.2,43.5,18.0,5041
516,30.0,10.0,86.0,100.0,0.0,59.16,61.0,83.5,47.5,19.0,2829
458,30.0,9.0,85.0,100.0,0.0,77.58,63.0,83.5,44.3,97.0,3697
508,30.0,10.0,88.0,100.0,1.0,26.79,37.0,35.7,45.9,22.0,1826
19,32.0,4.0,83.0,32.2,1.0,7.48,32.0,25.9,55.7,29.0,1570
387,30.0,7.0,88.0,100.0,1.0,37.65,54.0,43.1,47.1,87.0,2042
607,30.0,14.0,91.0,100.0,0.0,97.07,65.0,83.5,46.7,97.0,4562
242,32.0,4.0,83.0,17.6,1.0,2.76,33.0,18.8,55.7,20.0,1040
76,34.0,4.0,84.0,39.6,1.0,4.41,26.0,20.0,57.6,31.0,734
12,31.0,4.0,89.0,57.3,1.0,10.11,28.0,28.6,59.6,48.0,1204
238,31.0,4.0,83.0,28.2,1.0,4.82,35.0,21.6,56.9,32.0,1777
193,33.0,4.0,83.0,40.4,1.0,4.31,0.0,20.4,55.7,38.0,786
78,33.0,4.0,83.0,37.6,1.0,5.38,20.0,23.1,56.1,34.0,1001
60,34.0,4.0,83.0,40.8,1.0,4.66,12.0,21.2,54.5,24.0,797
702,29.0,17.0,91.0,17.6,1.0,15.66,59.0,31.4,41.6,19.0,5786
667,30.0,15.0,95.0,100.0,0.0,84.08,67.0,83.5,41.2,96.0,3976
141,31.0,4.0,83.0,54.1,1.0,12.83,33.0,30.2,58.0,43.0,1611
194,32.0,4.0,84.0,79.6,1.0,7.95,13.0,28.6,55.7,48.0,723
61,33.0,4.0,83.0,18.8,1.0,4.02,16.0,22.0,54.9,36.0,1062
105,32.0,4.0,82.0,49.0,1.0,6.59,35.0,25.1,55.3,45.0,929
711,31.0,16.0,91.0,81.6,1.0,25.98,40.0,43.1,34.1,96.0,1436
280,33.0,4.0,85.0,42.4,1.0,4.64,0.0,21.2,54.9,32.0,808
259,32.0,4.0,83.0,33.3,1.0,4.76,29.0,22.0,54.9,36.0,972
585,29.0,14.0,88.0,20.4,1.0,4.33,29.0,21.2,38.0,30.0,1634
334,31.0,4.0,82.0,22.4,1.0,2.32,45.0,20.0,53.3,21.0,1308
163,33.0,4.0,82.0,21.6,1.0,3.16,33.0,18.8,54.9,20.0,1058
324,33.0,4.0,95.0,35.7,1.0,4.44,4.0,20.8,54.5,36.0,806
218,31.0,4.0,82.0,27.1,1.0,5.93,32.0,24.3,55.7,23.0,1523
56,34.0,4.0,82.0,36.9,1.0,4.38,0.0,20.4,54.9,34.0,818
490,30.0,9.0,86.0,100.0,0.0,46.71,65.0,83.1,42.7,100.0,2429
697,29.0,17.0,89.0,17.6,1.0,6.46,43.0,25.5,34.9,96.0,2438
237,30.0,4.0,83.0,58.0,1.0,14.29,36.0,31.0,56.5,45.0,1687
60,34.0,4.0,82.0,37.3,1.0,4.07,0.0,20.4,54.5,32.0,814
193,31.0,4.0,86.0,52.2,1.0,8.78,35.0,27.5,57.3,45.0,1144
319,34.0,4.0,94.0,36.9,1.0,4.14,0.0,20.4,54.5,33.0,802
326,34.0,4.0,96.0,40.8,1.0,4.75,0.0,21.2,53.7,32.0,810
380,31.0,7.0,84.0,18.4,1.0,4.51,42.0,21.6,49.0,20.0,1835
671,30.0,15.0,93.0,100.0,1.0,56.19,37.0,83.5,37.6,95.0,2454
388,30.0,7.0,88.0,25.1,1.0,22.18,60.0,33.7,49.0,69.0,2096
294,33.0,4.0,90.0,37.6,1.0,4.18,0.0,20.4,54.1,32.0,806
379,31.0,7.0,91.0,100.0,1.0,58.37,65.0,52.9,51.8,100.0,2907
370,32.0,6.0,88.0,47.1,1.0,5.5,2.0,22.4,49.4,39.0,857
394,30.0,8.0,84.0,63.5,1.0,18.41,76.0,32.5,51.4,27.0,2130
640,31.0,14.0,90.0,42.7,1.0,4.6,0.0,21.2,40.4,35.0,807
364,32.0,3.0,83.0,17.6,1.0,5.25,62.0,26.3,51.0,85.0,1820
631,29.0,14.0,89.0,47.1,1.0,16.89,82.0,29.4,45.1,17.0,2764
513,30.0,9.0,86.0,96.1,1.0,24.54,50.0,33.7,45.1,49.0,2179
559,28.0,12.0,88.0,100.0,1.0,95.28,148.0,53.3,43.5,97.0,4834
511,30.0,9.0,86.0,63.1,1.0,13.3,22.0,30.6,40.0,37.0,1737
453,31.0,9.0,85.0,18.0,1.0,7.9,71.0,26.7,49.0,19.0,2902
612,29.0,13.0,88.0,35.3,1.0,5.5,25.0,23.1,34.1,88.0,786
278,32.0,4.0,85.0,28.2,1.0,2.94,15.0,17.6,56.1,36.0,824
633,31.0,15.0,93.0,38.8,1.0,3.87,8.0,20.0,34.9,62.0,797
361,31.0,7.0,92.0,20.4,1.0,7.08,55.0,25.5,51.4,96.0,2278
242,31.0,4.0,83.0,19.2,1.0,3.52,37.0,20.4,56.5,20.0,1284
670,31.0,16.0,91.0,81.6,1.0,25.98,40.0,43.1,34.1,96.0,1436
340,32.0,4.0,83.0,17.6,1.0,4.64,51.0,22.4,54.5,34.0,1765
497,30.0,10.0,86.0,17.6,1.0,9.49,78.0,28.2,44.7,19.0,3522
519,30.0,10.0,86.0,55.3,1.0,41.22,54.0,38.4,44.3,100.0,3389
444,31.0,9.0,87.0,99.2,1.0,28.05,13.0,37.3,48.2,20.0,1797
595,28.0,12.0,87.0,100.0,0.0,106.47,156.0,83.5,44.7,97.0,5113
460,30.0,9.0,88.0,100.0,0.0,85.05,95.0,83.5,48.6,96.0,4087
227,31.0,4.0,82.0,26.3,1.0,6.23,32.0,24.3,55.7,23.0,1578
546,29.0,10.0,89.0,100.0,0.0,101.05,111.0,83.5,49.0,97.0,4945
675,30.0,16.0,91.0,17.3,1.0,7.93,86.0,28.6,43.9,50.0,2910
189,31.0,4.0,85.0,51.8,1.0,8.4,33.0,27.1,57.6,43.0,1108
493,30.0,9.0,85.0,100.0,1.0,66.52,103.0,83.5,49.8,96.0,3228
426,31.0,9.0,83.0,23.9,1.0,15.01,26.0,34.9,40.4,51.0,1587
643,30.0,15.0,93.0,45.5,1.0,14.94,34.0,31.0,36.5,61.0,2291
642,30.0,14.0,91.0,100.0,0.0,102.88,48.0,83.5,43.9,100.0,4728
93,32.0,4.0,84.0,18.0,1.0,3.4,37.0,20.4,56.5,19.0,1309
74,33.0,4.0,84.0,33.7,1.0,7.63,33.0,25.9,56.9,17.0,1536
652,32.0,15.0,96.0,37.6,1.0,4.13,0.0,20.4,40.4,32.0,789
478,32.0,9.0,87.0,43.1,1.0,4.68,0.0,21.6,39.2,32.0,780
558,29.0,11.0,85.0,100.0,0.0,97.19,138.0,83.5,48.2,18.0,4613
514,30.0,10.0,86.0,33.7,1.0,12.03,47.0,29.8,46.3,18.0,2434
452,30.0,9.0,84.0,100.0,0.0,61.86,90.0,83.5,49.0,19.0,2980
443,31.0,9.0,87.0,43.1,1.0,5.69,7.0,26.7,45.5,67.0,751
431,31.0,9.0,85.0,18.0,1.0,7.9,71.0,26.7,49.0,19.0,2902
77,33.0,4.0,83.0,20.8,1.0,3.66,20.0,19.2,56.1,30.0,1109
282,33.0,4.0,85.0,36.5,1.0,4.12,0.0,20.4,54.5,34.0,822
5,32.0,4.0,90.0,26.3,1.0,9.39,9.0,29.8,58.0,51.0,777
281,33.0,4.0,85.0,37.6,1.0,4.28,0.0,20.4,54.5,32.0,807
36,32.0,4.0,81.0,76.9,1.0,17.29,30.0,32.5,57.6,63.0,1484
20,32.0,4.0,83.0,32.2,1.0,7.6,35.0,26.3,55.7,28.0,1628
624,29.0,14.0,88.0,18.4,1.0,7.47,49.0,25.9,40.4,18.0,2717
144,33.0,4.0,83.0,37.6,1.0,4.08,13.0,20.4,54.9,33.0,789
100,32.0,4.0,83.0,47.5,1.0,11.04,34.0,30.6,54.9,53.0,1189
314,34.0,4.0,97.0,36.9,1.0,4.38,0.0,20.4,54.1,32.0,806
260,32.0,4.0,83.0,40.0,1.0,5.64,29.0,23.1,54.9,34.0,972
118,32.0,4.0,82.0,41.6,1.0,9.46,32.0,27.8,55.3,23.0,1543
208,30.0,4.0,84.0,55.3,1.0,13.76,37.0,30.6,57.6,43.0,1683
286,30.0,4.0,84.0,60.0,1.0,11.89,28.0,29.8,56.9,50.0,1361
687,31.0,15.0,94.0,35.7,1.0,3.65,7.0,19.2,39.2,32.0,890
178,31.0,4.0,82.0,47.1,1.0,10.56,31.0,29.0,55.7,30.0,1518
171,33.0,4.0,82.0,21.6,1.0,3.16,33.0,18.8,54.9,20.0,1058
263,33.0,4.0,83.0,21.2,1.0,2.88,13.0,18.8,54.1,20.0,1003
140,31.0,4.0,83.0,54.5,1.0,12.71,32.0,30.6,58.0,46.0,1604
390,31.0,7.0,88.0,91.4,1.0,30.76,67.0,36.9,50.2,19.0,2267
396,31.0,7.0,86.0,100.0,1.0,30.22,60.0,37.6,51.0,18.0,1816
109,33.0,4.0,83.0,19.2,1.0,4.03,29.0,21.6,55.3,28.0,1540
607,29.0,13.0,88.0,69.0,1.0,36.95,90.0,36.9,42.4,18.0,4822
320,34.0,4.0,94.0,39.6,1.0,4.53,0.0,20.8,54.5,34.0,805
569,29.0,11.0,85.0,100.0,0.0,70.75,132.0,83.5,43.5,97.0,3571
10,32.0,4.0,89.0,61.2,1.0,8.45,20.0,27.1,60.4,54.0,934
613,31.0,14.0,94.0,36.5,1.0,3.83,0.0,20.0,38.4,31.0,812
113,32.0,4.0,83.0,47.8,1.0,9.8,42.0,28.2,55.7,27.0,1419
364,31.0,7.0,91.0,19.2,1.0,5.36,71.0,22.7,52.9,19.0,1978
67,32.0,4.0,84.0,74.1,1.0,12.86,27.0,30.6,56.5,58.0,1187
313,34.0,4.0,97.0,42.4,1.0,4.67,0.0,21.6,54.1,32.0,792
65,34.0,4.0,83.0,20.4,1.0,2.95,17.0,18.8,55.7,44.0,1109
433,31.0,9.0,85.0,18.4,1.0,9.49,83.0,28.2,50.2,18.0,3645
726,30.0,16.0,89.0,100.0,1.0,66.32,78.0,83.5,35.3,96.0,3161
478,30.0,9.0,84.0,18.4,1.0,10.1,56.0,28.2,44.3,43.0,3620
604,28.0,13.0,87.0,100.0,0.0,97.47,103.0,83.5,43.9,98.0,4610
119,32.0,4.0,83.0,39.6,1.0,6.79,35.0,25.1,55.7,35.0,1139
527,30.0,10.0,86.0,17.6,1.0,7.63,66.0,25.9,46.7,19.0,2840
544,30.0,10.0,90.0,26.7,1.0,12.75,82.0,29.8,48.6,19.0,4354
725,30.0,16.0,89.0,18.8,1.0,7.47,61.0,25.9,34.9,96.0,2855
248,31.0,4.0,83.0,28.2,1.0,4.82,35.0,21.6,56.9,32.0,1777
477,31.0,9.0,87.0,43.1,1.0,4.46,0.0,21.2,39.2,35.0,786
323,33.0,4.0,95.0,18.4,1.0,3.4,13.0,20.0,54.9,20.0,1271
54,33.0,4.0,82.0,18.0,1.0,3.84,25.0,21.6,56.5,21.0,1514
556,29.0,12.0,88.0,40.4,0.0,31.28,152.0,35.7,47.1,96.0,5143
416,31.0,8.0,83.0,17.6,1.0,3.23,33.0,18.8,49.4,20.0,1323
587,29.0,12.0,88.0,100.0,0.0,104.3,154.0,83.5,48.6,97.0,5013
357,31.0,7.0,90.0,100.0,1.0,47.15,34.0,32.9,48.6,79.0,3081
519,29.0,10.0,88.0,18.0,1.0,10.36,109.0,29.0,47.8,96.0,3824
161,32.0,4.0,83.0,19.2,1.0,3.7,18.0,19.6,56.9,33.0,1209
183,33.0,4.0,83.0,38.0,1.0,4.29,0.0,20.4,55.3,31.0,804
81,33.0,4.0,83.0,19.6,1.0,3.61,23.0,20.4,56.1,20.0,1282
488,30.0,10.0,86.0,33.7,1.0,12.03,47.0,29.8,46.3,18.0,2434
683,30.0,15.0,93.0,18.8,1.0,9.23,42.0,29.8,40.0,60.0,2936
456,32.0,9.0,88.0,42.0,1.0,4.48,1.0,20.8,39.6,36.0,790
586,29.0,12.0,88.0,100.0,0.0,101.16,150.0,83.5,49.0,98.0,4897
2,32.0,4.0,93.0,41.2,1.0,10.29,10.0,29.0,56.9,46.0,1692
599,29.0,13.0,87.0,16.9,1.0,8.8,73.0,27.1,38.0,17.0,3463
480,32.0,9.0,88.0,42.0,1.0,4.48,1.0,20.8,39.6,36.0,790
611,31.0,14.0,93.0,41.6,1.0,4.5,0.0,20.4,40.8,38.0,803
471,30.0,9.0,86.0,17.6,1.0,8.94,90.0,27.1,49.0,19.0,3315
314,33.0,4.0,92.0,37.6,1.0,4.12,0.0,20.8,54.5,35.0,802
16,32.0,4.0,85.0,36.9,1.0,8.52,32.0,27.1,56.5,27.0,1569
448,31.0,9.0,83.0,23.9,1.0,15.01,26.0,34.9,40.4,51.0,1587
308,33.0,4.0,95.0,18.4,1.0,3.4,13.0,20.0,54.9,20.0,1271
628,30.0,14.0,94.0,18.0,1.0,5.55,65.0,22.7,40.8,18.0,2192
666,30.0,15.0,94.0,17.3,1.0,7.28,41.0,25.9,37.3,18.0,2877
547,29.0,10.0,89.0,65.1,0.0,36.81,115.0,36.9,49.8,101.0,3884
492,29.0,9.0,86.0,100.0,0.0,89.18,96.0,83.1,48.2,97.0,4237
235,31.0,4.0,82.0,46.7,1.0,11.02,30.0,29.4,56.1,51.0,1512
398,30.0,8.0,83.0,72.2,1.0,6.53,52.0,23.5,50.2,51.0,1738
595,29.0,14.0,88.0,100.0,0.0,78.96,88.0,83.5,42.7,96.0,3848
283,33.0,4.0,85.0,38.4,1.0,4.35,2.0,20.4,54.5,50.0,797
275,31.0,4.0,84.0,22.4,1.0,3.48,18.0,18.4,56.9,35.0,1064
370,31.0,7.0,88.0,91.4,1.0,30.76,67.0,36.9,50.2,19.0,2267
468,29.0,9.0,86.0,100.0,0.0,89.18,96.0,83.1,48.2,97.0,4237
581,29.0,13.0,88.0,100.0,0.0,72.59,90.0,83.5,43.5,99.0,3564
460,30.0,9.0,86.0,72.5,1.0,58.55,85.0,42.0,50.2,50.0,3978
257,33.0,4.0,83.0,21.2,1.0,2.89,26.0,18.8,54.9,28.0,936
571,29.0,13.0,87.0,100.0,0.0,26.24,101.0,32.9,46.3,97.0,5176
367,30.0,7.0,88.0,100.0,1.0,37.65,54.0,43.1,47.1,87.0,2042
660,30.0,14.0,97.0,16.9,1.0,9.25,103.0,30.6,45.9,67.0,3308
304,33.0,4.0,88.0,41.6,1.0,4.48,0.0,20.8,54.1,35.0,789
610,29.0,13.0,88.0,16.9,1.0,9.15,66.0,27.8,39.6,18.0,3606
510,31.0,9.0,85.0,42.0,1.0,4.54,2.0,21.2,39.2,53.0,787
94,33.0,4.0,83.0,36.1,1.0,4.0,31.0,19.2,56.1,19.0,836
292,33.0,4.0,89.0,39.6,1.0,4.42,0.0,20.8,54.1,33.0,784
735,29.0,17.0,90.0,100.0,1.0,108.31,112.0,83.5,45.5,38.0,5357
163,32.0,4.0,83.0,18.0,1.0,3.27,27.0,20.0,55.7,32.0,1253
499,30.0,9.0,84.0,23.1,0.0,12.6,84.0,30.2,45.5,99.0,4836
378,31.0,7.0,85.0,100.0,1.0,35.77,70.0,54.5,51.0,30.0,1920
255,32.0,4.0,83.0,23.5,1.0,3.76,33.0,19.6,54.9,20.0,1124
155,31.0,4.0,83.0,37.6,1.0,8.27,30.0,26.7,56.1,33.0,1501
206,32.0,4.0,84.0,18.0,1.0,3.3,37.0,19.2,56.5,21.0,1304
672,30.0,16.0,91.0,100.0,1.0,63.31,74.0,83.5,40.8,96.0,2860
529,29.0,11.0,86.0,100.0,0.0,78.81,140.0,83.5,46.7,101.0,3806
199,31.0,4.0,84.0,53.7,1.0,13.35,32.0,30.6,57.3,46.0,1666
387,31.0,8.0,83.0,100.0,1.0,27.93,59.0,29.8,47.5,98.0,2456
612,31.0,14.0,94.0,43.1,1.0,4.41,0.0,20.8,38.8,33.0,791
568,28.0,13.0,86.0,100.0,0.0,107.93,74.0,83.5,37.3,96.0,5126
277,32.0,4.0,84.0,20.8,1.0,2.53,16.0,17.3,56.5,38.0,940
625,30.0,14.0,96.0,100.0,1.0,69.77,110.0,83.5,44.7,95.0,3441
538,30.0,10.0,89.0,18.4,0.0,60.45,75.0,76.1,51.0,96.0,4308
136,31.0,4.0,83.0,21.6,1.0,2.77,33.0,19.2,58.0,41.0,1031
640,30.0,15.0,95.0,16.9,1.0,8.46,60.0,27.1,41.6,18.0,3387
490,30.0,10.0,86.0,100.0,0.0,59.16,61.0,83.5,47.5,19.0,2829
161,33.0,4.0,82.0,20.0,1.0,3.27,31.0,18.8,55.3,21.0,1067
272,33.0,4.0,83.0,27.1,1.0,3.42,22.0,19.2,54.9,21.0,899
92,32.0,4.0,84.0,39.6,1.0,7.71,40.0,26.3,56.5,26.0,1307
740,29.0,17.0,90.0,17.6,1.0,13.92,54.0,30.6,40.8,17.0,5264
313,33.0,4.0,91.0,37.3,1.0,4.09,0.0,20.4,54.1,34.0,799
330,32.0,4.0,82.0,18.0,1.0,4.56,53.0,22.0,53.3,38.0,1697
294,33.0,4.0,85.0,42.4,1.0,4.64,0.0,21.2,54.9,32.0,808
309,33.0,4.0,95.0,35.7,1.0,4.44,4.0,20.8,54.5,36.0,806
133,31.0,4.0,83.0,54.5,1.0,12.71,32.0,30.6,58.0,46.0,1604
573,29.0,11.0,85.0,100.0,1.0,33.61,40.0,40.8,32.9,82.0,1835
505,31.0,10.0,87.0,40.4,1.0,4.4,0.0,20.8,42.0,35.0,796
27,34.0,4.0,81.0,23.5,1.0,3.46,24.0,18.8,55.3,33.0,924
171,32.0,4.0,82.0,20.4,1.0,1.98,29.0,18.8,55.7,36.0,998
156,31.0,4.0,83.0,39.2,1.0,9.01,31.0,27.5,56.5,33.0,1539
62,33.0,4.0,83.0,51.4,1.0,10.28,23.0,29.0,54.9,46.0,1356
274,33.0,4.0,83.0,21.2,1.0,2.88,13.0,18.8,54.1,20.0,1003
150,32.0,4.0,83.0,23.9,1.0,3.5,24.0,19.2,55.3,26.0,1237
185,33.0,4.0,83.0,34.5,1.0,3.83,3.0,20.0,54.9,31.0,810
710,30.0,16.0,93.0,44.3,1.0,15.7,82.0,31.0,46.7,17.0,4297
147,31.0,4.0,83.0,59.6,1.0,11.72,30.0,29.8,55.7,32.0,1346
537,30.0,10.0,89.0,100.0,1.0,68.52,61.0,83.5,48.6,96.0,3168
455,32.0,9.0,88.0,36.1,0.0,3.79,0.0,20.0,39.2,30.0,807
9,32.0,4.0,89.0,56.5,1.0,14.34,18.0,31.0,60.8,37.0,1727
601,29.0,13.0,86.0,100.0,0.0,61.34,55.0,83.5,31.8,98.0,2851
192,33.0,4.0,83.0,37.3,1.0,4.26,0.0,20.4,55.7,31.0,779
157,31.0,4.0,83.0,43.1,1.0,9.67,30.0,28.2,56.5,38.0,1526
34,32.0,4.0,81.0,69.0,1.0,14.05,29.0,31.0,55.7,62.0,1380
718,30.0,16.0,91.0,17.6,1.0,4.38,64.0,20.8,40.4,101.0,1728
18,32.0,4.0,84.0,31.8,1.0,7.1,32.0,25.5,56.1,28.0,1572
747,30.0,17.0,93.0,38.0,1.0,4.22,17.0,19.6,34.5,33.0,830
101,33.0,4.0,83.0,36.1,1.0,4.0,31.0,19.2,56.1,19.0,836
615,31.0,14.0,95.0,46.7,1.0,7.92,13.0,27.1,38.8,66.0,832
