,AIR_INTAKE_TEMP,AMBIENT_AIR_TEMP,ENGINE_COOLANT_TEMP,ENGINE_LOAD,EQUIV_RATIO,MAF,SPEED,THROTTLE_POS,FUEL_LEVEL,INTAKE_MANIFOLD_PRESSURE,ENGINE_RPM
93,32.0,4.0,85.0,51.4,1.0,8.4,34.0,27.1,57.3,18.0,1226
235,31.0,4.0,83.0,83.1,1.0,12.97,28.0,31.0,54.5,61.0,1095
165,32.0,4.0,83.0,15.3,1.0,4.0,33.0,22.0,55.7,20.0,1570
484,30.0,9.0,88.0,100.0,0.0,85.05,95.0,83.5,48.6,96.0,4087
521,29.0,10.0,87.0,18.4,1.0,9.39,98.0,28.2,45.1,96.0,3492
224,31.0,4.0,82.0,17.6,1.0,4.93,36.0,22.7,56.5,19.0,1849
295,33.0,4.0,90.0,39.2,1.0,4.15,0.0,20.4,54.1,33.0,808
590,29.0,12.0,88.0,40.4,0.0,31.28,152.0,35.7,47.1,96.0,5143
39,32.0,4.0,81.0,76.9,1.0,17.29,30.0,32.5,57.6,63.0,1484
349,30.0,4.0,83.0,54.1,1.0,14.1,60.0,31.0,51.8,90.0,1817
66,33.0,4.0,84.0,85.1,1.0,11.55,23.0,30.6,55.7,64.0,935
190,31.0,4.0,85.0,51.0,1.0,8.21,33.0,26.7,57.6,44.0,1111
37,32.0,4.0,81.0,69.0,1.0,14.05,29.0,31.0,55.7,62.0,1380
471,30.0,9.0,87.0,100.0,0.0,73.02,66.0,83.5,51.0,96.0,3563
50,34.0,4.0,82.0,14.1,1.0,2.74,34.0,18.8,56.1,23.0,996
137,31.0,4.0,83.0,59.6,1.0,14.03,31.0,31.0,57.3,54.0,1537
68,33.0,4.0,83.0,16.1,1.0,3.31,25.0,20.8,56.1,21.0,1401
49,34.0,4.0,82.0,26.3,1.0,3.37,32.0,19.2,55.7,25.0,901
259,31.0,4.0,83.0,42.4,1.0,7.78,28.0,26.3,54.9,34.0,1277
297,33.0,4.0,91.0,38.0,1.0,4.2,0.0,20.4,54.1,34.0,799
409,31.0,9.0,85.0,78.0,1.0,40.44,105.0,38.0,51.0,66.0,3337
323,32.0,4.0,83.0,48.2,1.0,12.38,55.0,29.8,54.9,18.0,1912
727,30.0,16.0,89.0,100.0,0.0,84.35,90.0,83.5,39.2,25.0,4043
617,29.0,13.0,88.0,19.2,1.0,13.78,85.0,30.6,45.9,18.0,4829
679,30.0,16.0,91.0,100.0,0.0,88.53,76.0,83.5,42.4,18.0,4160
578,29.0,13.0,88.0,35.3,1.0,5.5,25.0,23.1,34.1,88.0,786
132,31.0,4.0,83.0,57.6,1.0,13.41,33.0,30.6,58.0,45.0,1632
240,31.0,4.0,83.0,15.3,1.0,3.03,39.0,20.0,57.3,20.0,1304
230,31.0,4.0,83.0,66.3,1.0,11.08,39.0,29.4,57.3,47.0,1137
63,34.0,4.0,83.0,40.8,1.0,4.66,12.0,21.2,54.5,24.0,797
685,30.0,15.0,93.0,18.0,1.0,6.94,44.0,25.5,42.4,19.0,2507
681,30.0,16.0,90.0,18.0,1.0,8.71,59.0,27.1,40.8,27.0,3263
649,31.0,14.0,94.0,36.5,1.0,3.83,0.0,20.0,38.4,31.0,812
539,29.0,11.0,85.0,16.9,1.0,7.23,70.0,25.9,40.8,19.0,2802
739,29.0,17.0,89.0,100.0,0.0,91.93,67.0,83.5,37.3,98.0,4248
25,32.0,4.0,81.0,50.2,1.0,7.71,33.0,26.7,55.3,44.0,1078
104,33.0,4.0,82.0,18.8,1.0,2.94,37.0,18.8,56.1,30.0,1025
401,31.0,8.0,84.0,18.8,1.0,9.2,52.0,29.8,46.3,81.0,2110
391,31.0,7.0,87.0,82.4,1.0,21.92,68.0,34.1,50.6,60.0,1847
419,31.0,9.0,83.0,19.6,1.0,9.23,59.0,27.5,48.2,92.0,3068
82,33.0,4.0,84.0,43.1,1.0,5.52,9.0,24.7,57.6,41.0,831
663,30.0,14.0,96.0,100.0,1.0,76.29,113.0,83.5,45.9,17.0,3738
287,33.0,4.0,86.0,39.2,1.0,4.34,7.0,20.4,54.5,32.0,783
317,34.0,4.0,99.0,41.6,1.0,4.51,8.0,20.8,54.9,34.0,802
204,31.0,4.0,84.0,44.7,1.0,7.75,37.0,26.3,56.9,38.0,1219
290,33.0,4.0,88.0,34.9,1.0,4.18,0.0,20.4,54.1,37.0,802
113,32.0,4.0,83.0,46.3,1.0,8.38,36.0,26.7,56.1,39.0,1199
382,31.0,7.0,91.0,17.6,1.0,5.11,68.0,22.7,51.4,18.0,1898
655,31.0,15.0,98.0,100.0,1.0,37.66,23.0,32.2,42.7,50.0,2842
635,30.0,14.0,88.0,40.0,1.0,4.56,8.0,20.0,36.5,32.0,890
658,31.0,15.0,100.0,17.6,1.0,9.43,56.0,27.8,48.6,18.0,3466
664,31.0,15.0,97.0,19.2,1.0,6.81,45.0,25.1,41.2,50.0,2347
319,35.0,4.0,89.0,40.8,1.0,6.76,36.0,25.1,54.9,35.0,1167
35,33.0,4.0,81.0,19.6,1.0,2.77,31.0,18.4,55.3,21.0,1021
22,33.0,4.0,82.0,20.0,1.0,3.26,37.0,19.2,55.7,19.0,1204
551,29.0,12.0,88.0,100.0,0.0,98.74,147.0,83.5,49.0,96.0,4761
125,32.0,4.0,82.0,19.6,1.0,3.5,34.0,18.8,55.7,36.0,1183
664,30.0,14.0,95.0,17.3,1.0,8.69,84.0,27.5,44.3,17.0,3528
142,33.0,4.0,83.0,36.9,1.0,4.15,0.0,20.4,55.3,32.0,798
300,33.0,4.0,86.0,39.6,1.0,4.49,8.0,20.4,54.5,34.0,782
246,32.0,4.0,83.0,20.0,1.0,3.49,32.0,20.0,55.3,20.0,1179
152,32.0,4.0,83.0,49.8,1.0,8.84,18.0,22.7,54.9,55.0,1640
475,30.0,9.0,84.0,63.1,1.0,16.22,56.0,31.0,43.5,20.0,4052
695,29.0,17.0,90.0,17.3,1.0,13.67,101.0,30.6,44.3,18.0,5365
22,33.0,4.0,82.0,20.0,1.0,3.26,37.0,19.2,55.7,19.0,1204
637,30.0,15.0,94.0,100.0,0.0,90.36,98.0,83.5,46.3,98.0,4272
677,30.0,15.0,95.0,16.9,1.0,6.25,73.0,24.3,44.7,18.0,2593
397,30.0,8.0,83.0,100.0,0.0,40.67,52.0,83.5,48.6,23.0,2201
639,30.0,15.0,95.0,49.4,1.0,25.28,98.0,34.5,47.1,18.0,3419
72,32.0,4.0,84.0,68.2,1.0,13.71,29.0,31.0,57.3,55.0,1359
273,30.0,4.0,84.0,60.0,1.0,11.61,27.0,29.8,56.5,49.0,1341
696,29.0,17.0,90.0,16.9,1.0,11.05,43.0,29.4,41.6,19.0,4457
507,30.0,9.0,85.0,17.6,1.0,9.63,57.0,28.2,46.7,18.0,3648
476,31.0,9.0,88.0,17.3,1.0,3.58,1.0,19.6,42.4,32.0,1485
245,31.0,4.0,82.0,46.7,1.0,11.02,30.0,29.4,56.1,51.0,1512
31,32.0,4.0,80.0,44.7,1.0,7.18,34.0,25.9,55.3,38.0,1134
134,31.0,4.0,83.0,54.1,1.0,12.83,33.0,30.2,58.0,43.0,1611
402,30.0,9.0,85.0,87.1,1.0,19.93,17.0,32.5,43.1,19.0,1851
395,31.0,7.0,86.0,100.0,1.0,28.26,65.0,45.1,50.6,94.0,1638
689,32.0,15.0,94.0,38.4,1.0,4.14,0.0,20.4,37.6,33.0,786
665,31.0,15.0,96.0,23.5,1.0,6.4,27.0,25.1,41.2,19.0,2231
303,34.0,4.0,94.0,37.3,1.0,4.14,0.0,20.4,54.5,34.0,805
736,29.0,17.0,90.0,17.3,1.0,13.67,101.0,30.6,44.3,18.0,5365
408,31.0,9.0,86.0,38.8,1.0,18.55,100.0,32.9,53.3,33.0,3403
594,29.0,14.0,88.0,35.3,0.0,14.0,75.0,30.6,39.6,101.0,5205
169,33.0,4.0,82.0,20.0,1.0,3.27,31.0,18.8,55.3,21.0,1067
68,32.0,4.0,84.0,68.2,1.0,13.71,29.0,31.0,57.3,55.0,1359
397,31.0,7.0,85.0,49.8,1.0,10.76,52.0,28.6,50.6,52.0,1702
279,33.0,4.0,85.0,43.9,1.0,4.72,10.0,22.0,56.1,36.0,795
415,30.0,8.0,84.0,18.8,1.0,5.87,64.0,23.9,51.0,20.0,2065
540,29.0,11.0,85.0,17.6,1.0,3.51,20.0,19.2,35.7,22.0,1379
48,34.0,4.0,82.0,26.3,1.0,3.56,33.0,19.2,56.1,24.0,930
737,29.0,17.0,90.0,16.9,1.0,11.05,43.0,29.4,41.6,19.0,4457
293,33.0,4.0,89.0,38.8,1.0,4.27,0.0,20.4,54.1,34.0,808
30,32.0,4.0,80.0,38.8,1.0,6.32,34.0,24.7,55.3,40.0,1097
73,33.0,4.0,84.0,36.9,1.0,7.09,30.0,25.5,57.3,30.0,1348
115,33.0,4.0,83.0,20.4,1.0,3.23,32.0,18.8,55.7,31.0,1137
388,30.0,8.0,83.0,100.0,1.0,35.19,69.0,65.9,48.6,94.0,2042
287,31.0,4.0,84.0,45.5,1.0,7.54,23.0,24.7,57.3,19.0,1403
544,29.0,12.0,84.0,76.1,1.0,13.96,33.0,31.0,35.3,79.0,1762
199,31.0,4.0,86.0,50.6,1.0,8.39,34.0,27.1,57.3,45.0,1122
405,31.0,8.0,83.0,27.1,1.0,4.94,37.0,23.1,49.4,21.0,1987
187,33.0,4.0,83.0,38.4,1.0,4.3,0.0,20.4,54.9,33.0,798
462,30.0,9.0,88.0,100.0,0.0,71.21,106.0,83.5,50.6,18.0,3534
711,32.0,17.0,97.0,0.0,1.0,0.0,0.0,23.9,34.5,100.0,0
94,32.0,4.0,85.0,41.2,1.0,7.47,34.0,26.3,56.9,40.0,1100
248,32.0,4.0,83.0,37.3,1.0,4.58,25.0,22.7,54.9,37.0,816
383,31.0,7.0,91.0,18.0,1.0,4.66,55.0,22.7,49.8,19.0,1814
125,32.0,4.0,83.0,14.1,1.0,3.22,19.0,23.1,55.3,57.0,1330
232,31.0,4.0,83.0,19.6,1.0,3.62,39.0,20.4,56.9,21.0,1301
452,31.0,9.0,88.0,17.3,1.0,3.58,1.0,19.6,42.4,32.0,1485
517,29.0,10.0,89.0,100.0,0.0,101.05,111.0,83.5,49.0,97.0,4945
624,30.0,14.0,97.0,16.5,1.0,12.48,101.0,32.2,45.1,95.0,3347
351,31.0,4.0,82.0,20.4,1.0,3.57,41.0,19.6,52.5,21.0,1190
205,31.0,4.0,85.0,50.6,1.0,9.54,36.0,28.2,57.3,37.0,1293
318,35.0,4.0,90.0,43.1,1.0,7.3,35.0,25.9,54.9,36.0,1169
509,30.0,10.0,89.0,18.4,0.0,60.45,75.0,76.1,51.0,96.0,4308
350,31.0,4.0,83.0,18.0,1.0,3.97,50.0,21.2,52.9,20.0,1467
195,31.0,4.0,85.0,49.8,1.0,9.31,39.0,27.8,57.3,43.0,1256
14,33.0,4.0,88.0,21.6,1.0,3.81,34.0,19.2,58.4,20.0,1098
668,30.0,16.0,93.0,100.0,1.0,107.37,73.0,83.1,43.5,100.0,5315
551,29.0,11.0,87.0,100.0,0.0,67.82,107.0,83.5,43.1,96.0,3349
438,30.0,9.0,86.0,72.5,1.0,58.55,85.0,42.0,50.2,50.0,3978
99,32.0,4.0,84.0,39.6,1.0,7.71,40.0,26.3,56.5,26.0,1307
677,30.0,16.0,91.0,17.6,1.0,4.38,64.0,20.8,40.4,101.0,1728
130,31.0,4.0,83.0,59.6,1.0,14.03,31.0,31.0,57.3,54.0,1537
507,31.0,10.0,88.0,41.6,1.0,4.52,4.0,20.4,44.7,74.0,815
741,29.0,17.0,90.0,18.8,1.0,9.81,38.0,27.8,38.8,95.0,3789
50,34.0,4.0,82.0,28.2,1.0,3.41,32.0,19.2,55.7,26.0,879
21,32.0,4.0,83.0,22.4,1.0,4.37,36.0,22.0,55.7,20.0,1704
422,30.0,8.0,84.0,100.0,1.0,27.86,56.0,57.6,48.6,23.0,1584
32,32.0,4.0,80.0,44.7,1.0,7.12,34.0,25.5,55.3,39.0,1124
424,30.0,9.0,85.0,87.1,1.0,19.93,17.0,32.5,43.1,19.0,1851
123,34.0,4.0,83.0,35.7,1.0,4.21,0.0,20.4,54.1,32.0,807
427,30.0,9.0,83.0,100.0,0.0,60.42,54.0,83.5,42.0,37.0,2756
146,31.0,4.0,83.0,63.9,1.0,10.38,26.0,29.0,54.9,51.0,1109
179,32.0,4.0,82.0,20.4,1.0,1.98,29.0,18.8,55.7,36.0,998
528,30.0,10.0,86.0,17.6,1.0,2.95,21.0,19.2,43.1,20.0,1339
142,31.0,4.0,83.0,50.6,1.0,12.31,35.0,30.2,58.4,24.0,1650
188,31.0,4.0,84.0,66.7,1.0,13.04,31.0,30.6,57.3,52.0,1330
606,28.0,13.0,88.0,100.0,0.0,104.11,116.0,83.5,45.5,96.0,5196
408,30.0,8.0,83.0,100.0,1.0,35.19,69.0,65.9,48.6,94.0,2042
745,30.0,17.0,92.0,51.4,1.0,6.39,17.0,23.5,32.9,90.0,730
375,31.0,7.0,91.0,20.8,1.0,3.14,27.0,18.4,48.2,99.0,1091
352,32.0,6.0,87.0,35.7,1.0,4.05,0.0,20.0,49.4,32.0,813
591,29.0,12.0,88.0,65.5,1.0,49.57,150.0,38.8,45.9,91.0,5022
540,29.0,10.0,90.0,100.0,0.0,96.31,105.0,83.5,53.7,98.0,4627
353,32.0,4.0,94.0,36.1,1.0,4.24,11.0,20.0,52.2,88.0,792
148,33.0,4.0,83.0,38.4,1.0,4.14,4.0,20.8,55.7,32.0,777
315,34.0,4.0,99.0,42.0,1.0,4.64,9.0,21.6,54.9,33.0,783
47,34.0,4.0,82.0,14.1,1.0,2.74,34.0,18.8,56.1,23.0,996
381,31.0,7.0,91.0,19.2,1.0,5.36,71.0,22.7,52.9,19.0,1978
285,33.0,4.0,86.0,38.4,1.0,4.13,7.0,20.4,54.5,32.0,776
109,33.0,4.0,82.0,21.2,1.0,3.34,39.0,18.8,56.1,39.0,1135
533,31.0,10.0,87.0,40.4,1.0,4.4,0.0,20.8,42.0,35.0,796
593,29.0,14.0,88.0,100.0,1.0,71.27,63.0,83.5,35.3,96.0,3451
542,30.0,10.0,91.0,100.0,1.0,101.24,95.0,83.5,51.8,30.0,4939
311,34.0,4.0,96.0,40.8,1.0,4.75,0.0,21.2,53.7,32.0,810
530,31.0,10.0,85.0,41.2,1.0,4.6,0.0,20.8,38.8,34.0,779
488,30.0,9.0,88.0,16.5,1.0,10.47,71.0,29.0,46.3,18.0,4160
97,32.0,4.0,85.0,37.3,1.0,6.62,38.0,25.1,56.9,31.0,1243
229,31.0,4.0,82.0,26.3,1.0,6.48,33.0,25.1,55.3,25.0,1650
497,30.0,9.0,85.0,50.2,1.0,15.16,86.0,31.4,44.7,69.0,2822
399,31.0,7.0,85.0,17.3,1.0,6.07,69.0,24.3,51.0,18.0,2346
81,32.0,4.0,84.0,69.0,1.0,11.82,17.0,30.2,58.0,19.0,1183
331,32.0,4.0,82.0,40.8,1.0,10.64,54.0,29.0,52.9,24.0,1793
298,33.0,4.0,91.0,37.3,1.0,4.09,0.0,20.4,54.1,34.0,799
269,32.0,4.0,83.0,33.3,1.0,4.76,29.0,22.0,54.9,36.0,972
484,31.0,9.0,85.0,42.0,1.0,4.54,2.0,21.2,39.2,53.0,787
584,29.0,13.0,88.0,19.6,1.0,11.48,72.0,29.8,42.7,19.0,4021
381,31.0,8.0,84.0,18.8,1.0,9.2,52.0,29.8,46.3,81.0,2110
325,32.0,4.0,83.0,17.6,1.0,4.64,51.0,22.4,54.5,34.0,1765
684,30.0,16.0,89.0,18.8,1.0,7.47,61.0,25.9,34.9,96.0,2855
648,31.0,14.0,94.0,43.1,1.0,4.41,0.0,20.8,38.8,33.0,791
688,30.0,16.0,89.0,20.0,1.0,4.89,36.0,22.0,35.7,66.0,1830
404,31.0,8.0,83.0,23.1,1.0,5.23,59.0,23.5,49.4,65.0,2035
620,30.0,14.0,97.0,100.0,1.0,76.47,100.0,44.7,47.5,88.0,4622
239,31.0,4.0,83.0,40.4,1.0,6.72,34.0,25.1,56.5,35.0,1153
690,32.0,15.0,95.0,34.5,1.0,4.02,0.0,20.0,38.4,31.0,804
116,32.0,4.0,82.0,44.7,1.0,11.36,36.0,29.0,55.3,29.0,1760
264,33.0,4.0,83.0,34.1,1.0,5.11,3.0,21.6,53.3,38.0,819
661,31.0,15.0,99.0,46.7,1.0,17.49,49.0,32.2,42.0,49.0,2263
518,30.0,10.0,86.0,52.9,1.0,11.38,38.0,32.2,42.7,58.0,1094
6,32.0,4.0,89.0,49.4,1.0,16.1,12.0,31.8,60.0,43.0,2106
273,33.0,4.0,83.0,20.0,1.0,3.72,13.0,18.8,54.5,21.0,901
412,30.0,8.0,84.0,87.8,1.0,24.52,73.0,34.5,51.4,20.0,2067
608,30.0,14.0,92.0,100.0,1.0,70.11,75.0,83.5,48.6,19.0,3418
343,32.0,4.0,82.0,30.6,1.0,7.52,48.0,26.3,53.7,30.0,1697
682,30.0,15.0,93.0,64.7,1.0,26.48,38.0,34.9,38.8,23.0,3009
6,32.0,4.0,89.0,49.4,1.0,16.1,12.0,31.8,60.0,43.0,2106
71,34.0,4.0,84.0,26.3,1.0,3.16,26.0,18.8,57.6,26.0,899
226,31.0,4.0,83.0,83.1,1.0,12.97,28.0,31.0,54.5,61.0,1095
392,30.0,8.0,84.0,87.8,1.0,24.52,73.0,34.5,51.4,20.0,2067
229,31.0,4.0,83.0,69.8,1.0,10.47,31.0,29.0,57.3,59.0,1021
356,31.0,4.0,94.0,25.9,1.0,10.41,43.0,29.8,53.7,51.0,1668
419,30.0,8.0,83.0,72.2,1.0,6.53,52.0,23.5,50.2,51.0,1738
503,31.0,10.0,85.0,41.2,1.0,4.6,0.0,20.8,38.8,34.0,779
83,32.0,4.0,84.0,77.6,1.0,14.86,22.0,32.5,55.7,69.0,984
92,32.0,4.0,85.0,64.3,1.0,11.01,36.0,29.4,57.3,49.0,1187
657,30.0,15.0,99.0,100.0,1.0,71.46,61.0,83.5,45.9,98.0,3441
29,34.0,4.0,81.0,23.5,1.0,3.46,24.0,18.8,55.3,33.0,924
29,32.0,4.0,80.0,58.4,1.0,12.06,33.0,30.2,55.3,21.0,1443
403,31.0,9.0,85.0,21.6,1.0,3.22,16.0,18.4,44.3,40.0,1150
659,31.0,15.0,100.0,18.0,1.0,6.71,50.0,25.5,44.7,35.0,2468
346,32.0,4.0,82.0,40.8,1.0,10.64,54.0,29.0,52.9,24.0,1793
617,30.0,14.0,96.0,36.9,1.0,21.73,50.0,33.7,43.5,55.0,3314
25,33.0,4.0,81.0,22.0,1.0,3.57,32.0,19.2,55.3,35.0,1108
243,31.0,4.0,83.0,40.8,1.0,7.34,35.0,25.9,56.5,34.0,1213
687,30.0,16.0,89.0,31.8,1.0,64.29,58.0,45.9,40.8,19.0,4355
38,32.0,4.0,81.0,76.1,1.0,16.44,30.0,32.2,56.5,64.0,1481
154,32.0,4.0,83.0,19.2,1.0,3.7,18.0,19.6,56.9,33.0,1209
413,31.0,9.0,84.0,96.1,1.0,51.38,61.0,83.5,42.4,100.0,1801
121,32.0,4.0,82.0,40.8,1.0,7.31,37.0,25.9,55.7,35.0,1238
382,30.0,8.0,84.0,20.8,1.0,6.47,57.0,27.5,47.5,77.0,2262
485,30.0,9.0,86.0,63.1,1.0,13.3,22.0,30.6,40.0,37.0,1737
632,31.0,15.0,93.0,36.9,1.0,3.86,0.0,19.6,33.7,31.0,815
420,31.0,9.0,83.0,18.8,1.0,8.69,58.0,27.1,47.1,35.0,2920
95,32.0,4.0,85.0,45.5,1.0,7.73,36.0,26.3,56.9,38.0,1155
722,30.0,16.0,90.0,18.0,1.0,8.71,59.0,27.1,40.8,27.0,3263
302,33.0,4.0,87.0,36.5,1.0,4.26,4.0,20.4,54.5,36.0,772
680,31.0,15.0,94.0,18.0,1.0,5.45,28.0,23.1,38.0,37.0,2078
89,32.0,4.0,84.0,77.6,1.0,14.86,22.0,32.5,55.7,69.0,984
734,29.0,17.0,89.0,100.0,0.0,107.45,107.0,83.1,45.9,27.0,5274
442,31.0,9.0,83.0,18.8,1.0,8.69,58.0,27.1,47.1,35.0,2920
391,30.0,8.0,83.0,100.0,1.0,31.81,76.0,38.0,51.0,81.0,2085
556,29.0,11.0,85.0,100.0,0.0,94.96,136.0,83.5,47.5,98.0,4419
395,30.0,8.0,84.0,18.8,1.0,5.87,64.0,23.9,51.0,20.0,2065
622,29.0,14.0,88.0,100.0,1.0,56.97,67.0,83.5,40.0,43.0,2789
139,31.0,4.0,83.0,57.6,1.0,13.41,33.0,30.6,58.0,45.0,1632
43,32.0,4.0,82.0,74.1,1.0,10.73,27.0,29.8,58.8,55.0,980
129,34.0,4.0,82.0,36.9,1.0,4.11,0.0,20.4,54.1,33.0,797
728,30.0,16.0,89.0,31.8,1.0,64.29,58.0,45.9,40.8,19.0,4355
207,31.0,4.0,84.0,53.7,1.0,13.35,32.0,30.6,57.3,46.0,1666
11,32.0,4.0,89.0,63.5,1.0,9.5,23.0,28.2,60.0,49.0,1040
421,30.0,9.0,83.0,100.0,0.0,65.34,82.0,83.5,45.9,100.0,3076
573,29.0,13.0,88.0,69.0,1.0,36.95,90.0,36.9,42.4,18.0,4822
639,31.0,14.0,89.0,40.4,1.0,4.27,0.0,20.4,39.6,32.0,791
561,28.0,12.0,87.0,100.0,0.0,106.47,156.0,83.5,44.7,97.0,5113
506,32.0,10.0,87.0,42.0,1.0,4.43,0.0,20.8,43.1,32.0,790
344,32.0,3.0,83.0,61.2,1.0,17.98,61.0,32.2,52.2,41.0,2058
182,33.0,4.0,83.0,36.5,1.0,4.27,0.0,20.4,55.3,32.0,801
475,30.0,9.0,88.0,16.9,1.0,8.62,43.0,27.1,46.7,18.0,3313
181,33.0,4.0,83.0,40.8,1.0,4.26,20.0,19.6,55.7,22.0,771
159,31.0,4.0,83.0,48.6,1.0,10.25,29.0,28.6,56.9,42.0,1451
480,30.0,9.0,85.0,18.0,1.0,7.78,64.0,26.3,43.9,94.0,2811
1,32.0,4.0,94.0,50.6,1.0,11.51,9.0,29.8,56.1,37.0,1559
190,33.0,4.0,83.0,36.5,1.0,4.27,0.0,20.4,55.3,32.0,801
358,30.0,4.0,82.0,100.0,1.0,21.97,54.0,36.1,50.6,83.0,1384
176,31.0,4.0,82.0,45.1,1.0,9.82,30.0,28.2,55.3,39.0,1484
369,30.0,7.0,88.0,82.7,1.0,25.07,67.0,34.9,49.4,73.0,2102
75,34.0,4.0,84.0,26.3,1.0,3.16,26.0,18.8,57.6,26.0,899
21,32.0,4.0,83.0,22.4,1.0,4.37,36.0,22.0,55.7,20.0,1704
543,30.0,10.0,90.0,100.0,1.0,94.15,91.0,56.5,50.2,18.0,4685
626,30.0,14.0,88.0,48.2,1.0,4.97,26.0,22.0,36.5,30.0,739
306,32.0,4.0,94.0,81.6,1.0,10.41,13.0,29.4,54.5,48.0,906
278,31.0,4.0,82.0,53.7,1.0,10.87,28.0,29.4,53.7,45.0,1396
110,33.0,4.0,82.0,45.5,1.0,7.05,38.0,25.9,56.1,22.0,1096
283,31.0,4.0,84.0,62.7,1.0,10.65,26.0,29.4,55.3,52.0,1308
143,32.0,4.0,83.0,23.9,1.0,3.5,24.0,19.2,55.3,26.0,1237
434,32.0,9.0,84.0,18.0,1.0,6.39,47.0,24.7,45.1,19.0,2237
586,29.0,14.0,88.0,39.2,1.0,3.52,22.0,17.3,36.1,77.0,887
620,29.0,14.0,88.0,39.2,1.0,3.52,22.0,17.3,36.1,77.0,887
252,32.0,4.0,83.0,17.6,1.0,2.76,33.0,18.8,55.7,20.0,1040
511,29.0,10.0,90.0,100.0,0.0,96.31,105.0,83.5,53.7,98.0,4627
338,32.0,4.0,83.0,48.2,1.0,12.38,55.0,29.8,54.9,18.0,1912
64,33.0,4.0,83.0,16.1,1.0,3.31,25.0,20.8,56.1,21.0,1401
90,32.0,4.0,85.0,37.3,1.0,6.62,38.0,25.1,56.9,31.0,1243
509,31.0,9.0,85.0,33.7,1.0,3.86,3.0,19.6,40.0,32.0,819
74,33.0,4.0,84.0,36.5,1.0,4.04,29.0,18.4,58.4,24.0,963
350,30.0,4.0,83.0,35.7,1.0,20.16,70.0,34.5,52.5,90.0,2255
510,29.0,10.0,90.0,100.0,0.0,81.0,91.0,83.5,52.5,99.0,3901
653,32.0,15.0,97.0,35.7,1.0,3.96,0.0,20.0,40.8,36.0,799
693,32.0,15.0,96.0,37.6,1.0,4.13,0.0,20.4,40.4,32.0,789
67,32.0,4.0,83.0,63.5,1.0,12.46,30.0,30.2,55.7,33.0,1342
236,31.0,4.0,83.0,54.5,1.0,9.12,34.0,27.5,56.9,47.0,1157
216,31.0,4.0,84.0,38.8,1.0,4.79,38.0,20.0,56.1,31.0,1234
276,32.0,4.0,82.0,62.7,1.0,9.83,12.0,28.6,52.5,24.0,851
411,31.0,9.0,85.0,18.4,1.0,9.49,83.0,28.2,50.2,18.0,3645
389,30.0,8.0,83.0,100.0,1.0,42.89,73.0,42.7,49.8,93.0,2399
491,30.0,9.0,86.0,100.0,0.0,69.83,82.0,83.1,45.5,97.0,3388
454,32.0,9.0,87.0,43.1,1.0,4.68,0.0,21.6,39.2,32.0,780
195,31.0,4.0,84.0,55.3,1.0,12.74,23.0,30.6,56.9,56.0,1196
107,32.0,4.0,83.0,47.5,1.0,11.04,34.0,30.6,54.9,53.0,1189
130,34.0,4.0,83.0,35.7,1.0,4.21,0.0,20.4,54.1,32.0,807
502,30.0,9.0,84.0,22.7,0.0,15.05,78.0,32.2,42.7,97.0,5523
9,32.0,4.0,89.0,56.5,1.0,14.34,18.0,31.0,60.8,37.0,1727
265,32.0,4.0,82.0,62.7,1.0,9.83,12.0,28.6,52.5,24.0,851
334,35.0,4.0,89.0,40.8,1.0,6.76,36.0,25.1,54.9,35.0,1167
752,31.0,17.0,96.0,34.9,1.0,3.55,0.0,19.2,32.2,38.0,795
106,32.0,4.0,83.0,46.3,1.0,8.38,36.0,26.7,56.1,39.0,1199
26,32.0,4.0,81.0,50.2,1.0,7.71,33.0,26.7,55.3,44.0,1078
534,29.0,11.0,86.0,100.0,1.0,73.34,133.0,83.5,44.3,23.0,3669
288,31.0,4.0,84.0,22.4,1.0,3.48,18.0,18.4,56.9,35.0,1064
495,30.0,10.0,87.0,18.4,1.0,11.69,73.0,29.8,47.5,19.0,4216
550,29.0,12.0,88.0,100.0,0.0,94.74,142.0,83.5,48.6,99.0,4485
686,30.0,16.0,89.0,100.0,0.0,84.35,90.0,83.5,39.2,25.0,4043
373,31.0,7.0,87.0,17.6,1.0,4.73,60.0,22.4,51.0,19.0,1825
402,30.0,8.0,84.0,20.8,1.0,6.47,57.0,27.5,47.5,77.0,2262
307,33.0,4.0,89.0,39.6,1.0,4.42,0.0,20.8,54.1,33.0,784
214,31.0,4.0,82.0,48.6,1.0,12.66,37.0,30.2,56.9,19.0,1734
409,30.0,8.0,83.0,100.0,1.0,42.89,73.0,42.7,49.8,93.0,2399
702,31.0,15.0,99.0,46.7,1.0,17.49,49.0,32.2,42.0,49.0,2263
110,32.0,4.0,82.0,40.4,1.0,8.37,31.0,26.7,54.9,34.0,1431
88,33.0,4.0,84.0,43.1,1.0,5.52,9.0,24.7,57.6,41.0,831
683,30.0,16.0,90.0,18.0,1.0,10.43,71.0,29.0,39.2,19.0,3798
84,33.0,4.0,83.0,45.1,1.0,6.6,9.0,25.9,56.1,29.0,1004
401,30.0,8.0,84.0,18.4,1.0,4.96,42.0,22.4,49.0,22.0,1850
269,31.0,4.0,83.0,62.7,1.0,8.41,30.0,27.1,55.3,46.0,1065
542,29.0,12.0,84.0,67.8,1.0,26.37,36.0,34.1,38.4,20.0,3621
