,ENGINE_COOLANT_TEMP,AMBIENT_AIR_TEMP,ENGINE_LOAD,MAF,THROTTLE_POS,SPEED,ENGINE_RPM,FUEL_LEVEL,LOG_ENGINE_RPM,LOG_MAF
55,82.0,4.0,28.6,3.0,19.6,31.0,796,55.7,6.679599187100664,1.0986126220013874
514,90.0,10.0,100.0,94.15,56.5,91.0,4685,50.2,8.45212119488597,4.54488926572451
608,88.0,13.0,18.0,10.02,28.6,82.0,3804,39.6,8.243808423928161,2.3045831954571128
330,99.0,4.0,42.0,4.64,21.6,9.0,783,54.9,6.663132697267942,1.534714581755382
120,83.0,4.0,47.8,9.8,28.2,42.0,1419,55.7,7.257707677864764,2.2823824877173373
427,85.0,9.0,38.0,4.42,20.0,13.0,872,42.4,6.770789425055769,1.4861399223339251
619,88.0,14.0,20.4,4.33,21.2,29.0,1634,38.0,7.398786276031943,1.4655677729612542
78,84.0,4.0,33.7,7.63,25.9,33.0,1536,56.9,7.33693691435866,2.032087976357956
418,83.0,9.0,100.0,69.18,83.5,69.0,3378,47.5,8.125039097663779,4.236711817964068
687,89.0,16.0,31.8,64.29,45.9,58.0,4355,40.8,8.379079889516225,4.163404113708114
128,82.0,4.0,40.8,7.31,25.9,37.0,1238,55.7,7.121252454052296,1.9892434105605836
558,88.0,12.0,100.0,102.76,83.5,146.0,4990,45.1,8.515191188945964,4.632396181973096
186,83.0,4.0,38.8,4.06,20.4,1.0,793,54.9,6.675823222895882,1.4011832199190295
325,96.0,4.0,42.7,4.73,21.2,1.0,813,54.1,6.700731110777823,1.5539254139203098
399,85.0,7.0,17.3,6.07,24.3,69.0,2346,51.0,7.7604670296396785,1.8033587698160392
154,83.0,4.0,19.2,3.7,19.6,18.0,1209,56.9,7.097548851441923,1.3083330899204126
319,94.0,4.0,36.9,4.14,20.4,0.0,802,54.5,6.687108609113397,1.4206960293830877
274,83.0,4.0,21.2,2.88,18.8,13.0,1003,54.1,6.910750788958945,1.0577906413700164
22,82.0,4.0,20.0,3.26,19.2,37.0,1204,55.7,7.093404626699331,1.1817275021270357
253,83.0,4.0,22.7,3.71,19.2,36.0,1140,55.3,7.038783542265734,1.3110321461610863
601,89.0,14.0,36.9,4.12,20.0,0.0,805,37.3,6.690842278660799,1.4158534060798522
221,82.0,4.0,26.3,6.48,25.1,33.0,1650,55.3,7.408530567500687,1.868720664685159
373,87.0,7.0,17.6,4.73,22.4,60.0,1825,51.0,7.509335266564537,1.5539254139203098
682,93.0,15.0,64.7,26.48,34.9,38.0,3009,38.8,8.009363076962382,3.276389768833157
351,82.0,4.0,20.4,3.57,19.6,41.0,1190,52.5,7.081708586945911,1.2725658759035532
598,88.0,14.0,17.6,6.56,25.1,27.0,2471,39.2,7.812378206393304,1.8809907553950105
434,85.0,9.0,100.0,39.75,36.9,42.0,2629,45.1,7.874358825110254,3.682609866257573
61,82.0,4.0,37.3,4.1,20.4,0.0,792,54.5,6.674561393077052,1.4109872176126714
110,82.0,4.0,45.5,7.05,25.9,38.0,1096,56.1,6.99942246842037,1.9530277586681388
109,83.0,4.0,19.2,4.03,21.6,29.0,1540,55.3,7.339537696057025,1.3937666240975188
73,84.0,4.0,36.9,7.09,25.5,30.0,1348,57.3,7.206377292214092,1.9586854815877497
554,85.0,11.0,100.0,85.45,83.5,129.0,4122,45.9,8.324093761693005,4.44793142126435
64,83.0,4.0,18.8,4.02,22.0,16.0,1062,54.9,6.967909202743504,1.3912821513871176
595,87.0,12.0,100.0,106.47,83.5,156.0,5113,44.7,8.53954159527558,4.667863264718831
661,97.0,14.0,16.5,12.48,32.2,101.0,3347,45.1,8.115819701510102,2.524127443069484
348,83.0,3.0,20.0,5.94,23.9,54.0,2058,51.4,7.629489916879903,1.781709301724708
146,83.0,4.0,63.9,10.38,29.0,26.0,1109,54.9,7.011213988252081,2.339880974076852
49,82.0,4.0,26.3,3.37,19.2,32.0,901,55.7,6.803505258718216,1.2149130411001314
612,94.0,14.0,43.1,4.41,20.8,0.0,791,38.8,6.673297969031877,1.483874916216099
697,89.0,17.0,17.6,6.46,25.5,43.0,2438,34.9,7.798933310451389,1.86562947259326
274,84.0,4.0,60.0,11.89,29.8,28.0,1361,56.9,7.21597500338622,2.475697794806976
456,88.0,9.0,42.0,4.48,20.8,1.0,790,39.6,6.67203294672689,1.4996232696411549
437,83.0,9.0,20.4,7.28,25.9,44.0,2473,46.7,7.813187267925783,1.9851309995712223
297,85.0,4.0,38.4,4.35,20.4,2.0,797,54.5,6.68085468004492,1.4701760749856236
258,83.0,4.0,37.3,4.58,22.7,25.0,816,54.9,6.704414356189597,1.5216992164666812
263,83.0,4.0,21.2,2.88,18.8,13.0,1003,54.1,6.910750788958945,1.0577906413700164
706,96.0,15.0,23.5,6.4,25.1,27.0,2231,41.2,7.710205194880762,1.856298146615614
327,96.0,4.0,36.5,4.61,21.2,0.0,797,54.1,6.68085468004492,1.5282280739282734
66,83.0,4.0,18.8,3.51,20.0,26.0,1227,55.3,7.112327445525907,1.2556163223780188
157,83.0,4.0,32.5,6.82,25.1,31.0,1373,55.7,7.224753406496303,1.919859618482926
582,87.0,12.0,18.8,49.67,33.7,125.0,5657,49.0,8.640648995519928,3.905401149252136
